mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.67,"11km SSW of Idyllwild, CA",1646813333710,1646866999429,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203136&format=geojson,,,,,reviewed,0,7,ci,40203136,",ci40203136,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.05587,0.11,86.0,ml,earthquake,"M 0.7 - 11km SSW of Idyllwild, CA"
0.36,"9km NW of The Geysers, CA",1646813059250,1646816957551,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703221,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703221&format=geojson,,,,,automatic,0,2,nc,73703221,",nc73703221,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01533,0.01,110.0,md,earthquake,"M 0.4 - 9km NW of The Geysers, CA"
0.83,"9km NW of The Geysers, CA",1646813022480,1646816176470,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703216,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703216&format=geojson,,,,,automatic,0,11,nc,73703216,",nc73703216,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.008217,0.01,84.0,md,earthquake,"M 0.8 - 9km NW of The Geysers, CA"
-0.1,,1646812511117,1646879826118,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835112,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835112&format=geojson,,,,,reviewed,0,0,nn,00835112,",nn00835112,",",nn,",",origin,phase-data,",8.0,0.039,0.0764,201.7,ml,earthquake,M -0.1 - 
2.5,"2 km ESE of Yauco, Puerto Rico",1646812027710,1646813818160,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339613,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339613&format=geojson,,,,,reviewed,0,96,pr,71339613,",pr71339613,",",pr,",",origin,phase-data,",20.0,,0.21,107.0,md,earthquake,"M 2.5 - 2 km ESE of Yauco, Puerto Rico"
1.1,"Unimak Island region, Alaska",1646811814250,1646871393580,,https://earthquake.usgs.gov/earthquakes/eventpage/av91051403,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91051403&format=geojson,,,,,reviewed,0,19,av,91051403,",av91051403,",",av,",",origin,phase-data,",7.0,,0.24,219.0,ml,earthquake,"M 1.1 - Unimak Island region, Alaska"
2.16,"0 km SE of P?hala, Hawaii",1646810908820,1646811239550,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944202,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944202&format=geojson,,,,,automatic,0,72,hv,72944202,",hv72944202,",",hv,",",origin,phase-data,",40.0,,0.159999996,95.0,ml,earthquake,"M 2.2 - 0 km SE of P?hala, Hawaii"
2.5,"14 km WNW of Stanley, Idaho",1646810670913,1647416674040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h38n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h38n&format=geojson,,,,,reviewed,0,96,us,6000h38n,",mb80540009,us6000h38n,",",mb,us,",",origin,phase-data,",,0.847,1.09,39.0,ml,earthquake,"M 2.5 - 14 km WNW of Stanley, Idaho"
1.56,"10km SE of Bombay Beach, CA",1646810537140,1646940001160,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37490181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37490181&format=geojson,,,,,reviewed,0,37,ci,37490181,",ci37490181,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.06935,0.31,90.0,ml,earthquake,"M 1.6 - 10km SE of Bombay Beach, CA"
1.18,"7km SSE of Bombay Beach, CA",1646810530910,1646864899992,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203120,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203120&format=geojson,,,,,reviewed,0,21,ci,40203120,",ci40203120,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.06811,0.2,67.0,ml,earthquake,"M 1.2 - 7km SSE of Bombay Beach, CA"
0.72,"12km NE of Little Lake, CA",1646810466760,1646843979244,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203128&format=geojson,,,,,reviewed,0,8,ci,40203128,",ci40203128,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.02696,0.12,73.0,ml,earthquake,"M 0.7 - 12km NE of Little Lake, CA"
0.1,"12km NE of Little Lake, CA",1646810445630,1646843103412,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37490157,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37490157&format=geojson,,,,,reviewed,0,0,ci,37490157,",ci37490157,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.02745,0.1,82.0,ml,earthquake,"M 0.1 - 12km NE of Little Lake, CA"
0.85,"8km NW of The Geysers, CA",1646810306200,1646810770888,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703211,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703211&format=geojson,,,,,automatic,0,11,nc,73703211,",nc73703211,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.009465,0.01,126.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
-0.3,"47 km WNW of Indian Springs, Nevada",1646810034633,1646879825198,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835111&format=geojson,,,,,reviewed,0,0,nn,00835111,",nn00835111,",",nn,",",origin,phase-data,",8.0,0.036,0.1035,143.61,ml,earthquake,"M -0.3 - 47 km WNW of Indian Springs, Nevada"
1.5,"34 km S of Manley Hot Springs, Alaska",1646809773765,1646810285002,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234krmu9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234krmu9&format=geojson,,,,,automatic,0,35,ak,02234krmu9,",ak02234krmu9,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.5 - 34 km S of Manley Hot Springs, Alaska"
1.1300000000000001,"5 km WNW of Lofall, Washington",1646809773460,1646858816150,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61821106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61821106&format=geojson,,,,,reviewed,0,20,uw,61821106,",uw61821106,",",uw,",",origin,phase-data,",25.0,0.09554,0.19,52.0,ml,earthquake,"M 1.1 - 5 km WNW of Lofall, Washington"
2.16000009,"6 km ESE of P?hala, Hawaii",1646809621670,1646809813150,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944192&format=geojson,,,,,automatic,0,72,hv,72944192,",hv72944192,",",hv,",",origin,phase-data,",32.0,,0.100000001,166.0,md,earthquake,"M 2.2 - 6 km ESE of P?hala, Hawaii"
4.5,"196 km SSE of Tateyama, Japan",1646808742622,1647414743040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000h38j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000h38j&format=geojson,,,,,reviewed,0,312,us,6000h38j,",us6000h38j,",",us,",",origin,phase-data,",,0.9,0.83,105.0,mb,earthquake,"M 4.5 - 196 km SSE of Tateyama, Japan"
2.6,"61 km SSW of Whites City, New Mexico",1646808504602,1647413304040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022esyf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022esyf&format=geojson,1.0,2.0,,,reviewed,0,104,tx,2022esyf,",tx2022esyf,us6000h38h,",",tx,us,",",dyfi,origin,phase-data,",14.0,0.07659118523,0.4,153.0,ml,earthquake,"M 2.6 - 61 km SSW of Whites City, New Mexico"
2.25,"5 km ESE of P?hala, Hawaii",1646808490320,1646808677310,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72944167,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72944167&format=geojson,,,,,automatic,0,78,hv,72944167,",hv72944167,",",hv,",",origin,phase-data,",35.0,,0.140000001,168.0,md,earthquake,"M 2.3 - 5 km ESE of P?hala, Hawaii"
0.36,"8km WNW of Cobb, CA",1646808369080,1646808790653,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703206&format=geojson,,,,,automatic,0,2,nc,73703206,",nc73703206,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01349,0.01,86.0,md,earthquake,"M 0.4 - 8km WNW of Cobb, CA"
1.1,"29 km SW of Hawthorne, Nevada",1646808174316,1646845994650,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835099,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835099&format=geojson,,,,,reviewed,0,19,nn,00835099,",nn00835099,",",nn,",",origin,phase-data,",15.0,0.133,0.1085,174.74,ml,earthquake,"M 1.1 - 29 km SW of Hawthorne, Nevada"
2.45,"3 km SSW of Liborio Negron Torres, Puerto Rico",1646807774630,1646819750177,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339603&format=geojson,0.0,1.0,,,reviewed,0,92,pr,71339603,",pr71339603,",",pr,",",dyfi,origin,phase-data,",5.0,,0.06,121.0,md,earthquake,"M 2.5 - 3 km SSW of Liborio Negron Torres, Puerto Rico"
0.97,"15km SSW of Searles Valley, CA",1646807471920,1646864524744,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203096,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203096&format=geojson,,,,,reviewed,0,14,ci,40203096,",ci40203096,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.05067,0.13,101.0,ml,earthquake,"M 1.0 - 15km SSW of Searles Valley, CA"
0.85,"6km WNW of The Geysers, CA",1646807017320,1646807470504,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703196,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703196&format=geojson,,,,,automatic,0,11,nc,73703196,",nc73703196,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01055,0.01,151.0,md,earthquake,"M 0.9 - 6km WNW of The Geysers, CA"
1.9,"19 km NE of Huslia, Alaska",1646806797488,1646807493683,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234k8e8n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234k8e8n&format=geojson,,,,,automatic,0,56,ak,02234k8e8n,",ak02234k8e8n,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.9 - 19 km NE of Huslia, Alaska"
2.32,"2 km NNW of Tallaboa, Puerto Rico",1646806767650,1646807918350,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339598,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339598&format=geojson,,,,,reviewed,0,83,pr,71339598,",pr71339598,",",pr,",",origin,phase-data,",17.0,,0.12,131.0,md,earthquake,"M 2.3 - 2 km NNW of Tallaboa, Puerto Rico"
-0.2,"27 km WSW of Mina, Nevada",1646806542814,1646879847802,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835128,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835128&format=geojson,,,,,reviewed,0,0,nn,00835128,",nn00835128,",",nn,",",origin,phase-data,",6.0,0.098,0.0633,242.35,ml,earthquake,"M -0.2 - 27 km WSW of Mina, Nevada"
1.05,"11 km E of Crowder, Oklahoma",1646805780920,1646921538721,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022eswr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022eswr&format=geojson,,,,,reviewed,0,17,ok,2022eswr,",ok2022eswr,",",ok,",",origin,phase-data,",26.0,0.09988040006,0.19,215.0,ml,earthquake,"M 1.1 - 11 km E of Crowder, Oklahoma"
1.1400000000000001,"7 km NNW of Port Townsend, Washington",1646805631910,1646858394430,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61821101,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61821101&format=geojson,,,,,reviewed,0,20,uw,61821101,",uw61821101,",",uw,",",origin,phase-data,",32.0,0.1085,0.23,41.0,ml,earthquake,"M 1.1 - 7 km NNW of Port Townsend, Washington"
1.14,"6km NW of The Geysers, CA",1646805421200,1646818811766,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703191&format=geojson,,,,,automatic,0,20,nc,73703191,",nc73703191,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.01218,0.02,37.0,md,earthquake,"M 1.1 - 6km NW of The Geysers, CA"
1.0,"5km SSE of Lytle Creek, CA",1646805415520,1646862917146,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203080,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203080&format=geojson,,,,,reviewed,0,15,ci,40203080,",ci40203080,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",47.0,0.01239,0.19,115.0,ml,earthquake,"M 1.0 - 5km SSE of Lytle Creek, CA"
1.63,Utah,1646804615180,1646843768140,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60484927,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60484927&format=geojson,,,,,reviewed,0,41,uu,60484927,",uu60484927,",",uu,",",origin,phase-data,",8.0,0.01058,0.13,195.0,ml,earthquake,M 1.6 - Utah
0.35,"6km NW of The Geysers, CA",1646804474240,1646804832263,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703181&format=geojson,,,,,automatic,0,2,nc,73703181,",nc73703181,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.00962,0.02,109.0,md,earthquake,"M 0.4 - 6km NW of The Geysers, CA"
0.56,"4km NW of The Geysers, CA",1646804253770,1646804590440,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703176&format=geojson,,,,,automatic,0,5,nc,73703176,",nc73703176,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.009684,0.04,62.0,md,earthquake,"M 0.6 - 4km NW of The Geysers, CA"
1.67,"6km NW of The Geysers, CA",1646803682240,1646813844234,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703171&format=geojson,,,,,reviewed,0,43,nc,73703171,",nc73703171,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.01043,0.03,54.0,md,earthquake,"M 1.7 - 6km NW of The Geysers, CA"
2.25,"5km WNW of The Geysers, CA",1646803642000,1646826802494,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703166&format=geojson,,,,,reviewed,0,78,nc,73703166,",nc73703166,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",80.0,0.01056,0.05,29.0,md,earthquake,"M 2.3 - 5km WNW of The Geysers, CA"
1.9,"54 km W of Anchor Point, Alaska",1646803619457,1646804229934,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234jogte,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234jogte&format=geojson,,,,,automatic,0,56,ak,02234jogte,",ak02234jogte,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.9 - 54 km W of Anchor Point, Alaska"
2.21,"4 km NNE of Manila, Arkansas",1646803313580,1646833988740,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60375977,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60375977&format=geojson,,,,,reviewed,0,75,nm,60375977,",nm60375977,",",nm,",",origin,phase-data,",46.0,0.05642,0.15,101.0,md,earthquake,"M 2.2 - 4 km NNE of Manila, Arkansas"
1.4,"35 km W of Susitna, Alaska",1646802961765,1646803099450,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234jm774,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234jm774&format=geojson,,,,,automatic,0,30,ak,02234jm774,",ak02234jm774,",",ak,",",origin,phase-data,",,,1.23,,ml,earthquake,"M 1.4 - 35 km W of Susitna, Alaska"
1.06,"4km W of Cobb, CA",1646802842990,1646803571118,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703161,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703161&format=geojson,,,,,automatic,0,17,nc,73703161,",nc73703161,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01547,0.03,111.0,md,earthquake,"M 1.1 - 4km W of Cobb, CA"
0.24,"3km SW of Anderson Springs, CA",1646802722840,1646815695417,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703156&format=geojson,,,,,reviewed,0,1,nc,73703156,",nc73703156,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.0104,0.02,62.0,md,earthquake,"M 0.2 - 3km SW of Anderson Springs, CA"
0.19,"3km SW of Anderson Springs, CA",1646802668840,1646815036347,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703151&format=geojson,,,,,reviewed,0,1,nc,73703151,",nc73703151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.009766,0.03,71.0,md,earthquake,"M 0.2 - 3km SW of Anderson Springs, CA"
-0.72,"61 km ENE of Pedro Bay, Alaska",1646802551780,1646852875410,,https://earthquake.usgs.gov/earthquakes/eventpage/av91507896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91507896&format=geojson,,,,,reviewed,0,0,av,91507896,",av91507896,",",av,",",origin,phase-data,",4.0,,0.08,140.0,ml,earthquake,"M -0.7 - 61 km ENE of Pedro Bay, Alaska"
0.23,"3km SW of Anderson Springs, CA",1646802541090,1646814440292,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703146&format=geojson,,,,,reviewed,0,1,nc,73703146,",nc73703146,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.006765,0.06,59.0,md,earthquake,"M 0.2 - 3km SW of Anderson Springs, CA"
0.63,"7km WNW of The Geysers, CA",1646802495960,1646805380314,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703141&format=geojson,,,,,automatic,0,6,nc,73703141,",nc73703141,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.005993,0.02,65.0,md,earthquake,"M 0.6 - 7km WNW of The Geysers, CA"
1.14,"3km SW of Anderson Springs, CA",1646802447270,1646814675313,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703136&format=geojson,,,,,automatic,0,20,nc,73703136,",nc73703136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.006602,0.03,123.0,md,earthquake,"M 1.1 - 3km SW of Anderson Springs, CA"
1.0,"65 km WNW of Ninilchik, Alaska",1646802314060,1646802572146,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234jjv9q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234jjv9q&format=geojson,,,,,automatic,0,15,ak,02234jjv9q,",ak02234jjv9q,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.0 - 65 km WNW of Ninilchik, Alaska"
1.2,"19 km S of Trapper Creek, Alaska",1646801960466,1646802082633,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234ja0tq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234ja0tq&format=geojson,,,,,automatic,0,22,ak,02234ja0tq,",ak02234ja0tq,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.2 - 19 km S of Trapper Creek, Alaska"
-0.5,"47 km WNW of Indian Springs, Nevada",1646801912463,1646879824050,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00835110,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00835110&format=geojson,,,,,reviewed,0,0,nn,00835110,",nn00835110,",",nn,",",origin,phase-data,",6.0,0.034,0.0795,200.61,ml,earthquake,"M -0.5 - 47 km WNW of Indian Springs, Nevada"
1.36,"12km SE of Sunol, CA",1646801332390,1646813176162,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703131&format=geojson,1.0,2.0,,,reviewed,0,29,nc,73703131,",nc73703131,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.002617,0.07,38.0,md,earthquake,"M 1.4 - 12km SE of Sunol, CA"
0.49,"8km NE of Valle Vista, CA",1646801241870,1646846428132,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40203056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40203056&format=geojson,,,,,reviewed,0,4,ci,40203056,",ci40203056,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.1205,0.23,185.0,ml,earthquake,"M 0.5 - 8km NE of Valle Vista, CA"
2.1,"61 km N of Petersville, Alaska",1646801066193,1646802433778,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02234j6tir,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02234j6tir&format=geojson,,,,,automatic,0,68,ak,02234j6tir,",ak02234j6tir,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 2.1 - 61 km N of Petersville, Alaska"
3.07,"28 km N of Arecibo, Puerto Rico",1646800878860,1646807587170,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71339588,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71339588&format=geojson,,,,,reviewed,0,145,pr,71339588,",pr71339588,",",pr,",",origin,phase-data,",10.0,,0.2,249.0,md,earthquake,"M 3.1 - 28 km N of Arecibo, Puerto Rico"
0.27,"3km SW of Anderson Springs, CA",1646800745490,1646809937917,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703126&format=geojson,,,,,reviewed,0,1,nc,73703126,",nc73703126,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.009885,0.03,66.0,md,earthquake,"M 0.3 - 3km SW of Anderson Springs, CA"
0.5,"3km SW of Anderson Springs, CA",1646800725620,1646808445617,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73703121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73703121&format=geojson,,,,,reviewed,0,4,nc,73703121,",nc73703121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.007298,0.03,59.0,md,earthquake,"M 0.5 - 3km SW of Anderson Springs, CA"
